cluster,id,names,feature,value
4,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,danceability,0.491
0,5qaEfEh1AtSdrdrByCP7qR,Demons,danceability,0.5
4,4h4Em3iM0Vp45KD7b5wW3Z,90s Better,danceability,0.548
0,2Ulk7ty4IBIrfrPs0LS4Zj,SNAP - Luca Schreiner Remix,danceability,0.631
7,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),danceability,0.561
0,3zmduBNsQ6BPDTZAkXzG5K,Can't Be Touched (feat. Mr. Magic & Trouble),danceability,0.642
0,7vuqyEt5hBBxSuakZBZLiK,Ghost,danceability,0.582
2,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),danceability,0.734
7,5sNESr6pQfIhL3krM8CtZn,Numb / Encore,danceability,0.687
0,1YjHgxtoELN58jOZuzmXO4,All or Nothing,danceability,0.655
0,1XGmzt0PVuFgQYYnV2It7A,Payphone,danceability,0.743
0,62LN2Eh7OpiPQTpGbnQVm2,Take You There,danceability,0.642
0,6GomT970rCOkKAyyrwJeZi,Move Your Body,danceability,0.848
7,62yJjFtgkhUrXktIoSjgP2,Radioactive,danceability,0.448
7,4Vk88sw6p8UXWtmUrlB2dR,Only Need My Baby,danceability,0.641
0,2wn7ygca57SOpsVqQOJqpM,One More Time,danceability,0.579
4,1NhPKVLsHhFUHIOZ32QnS2,Secrets,danceability,0.516
0,2NKLeHNNgAd8YE5guUPdL0,King Of My Castle,danceability,0.64
0,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,danceability,0.545
2,70HDHd7wrA4SPy1pHHoXrJ,Bad Karma,danceability,0.803
0,21te7Pz3VowOuFho1nfdR0,Letters,danceability,0.634
2,67eYAnkdTu8BMcIx29z26L,Makeba - Ian Asher Remix,danceability,0.651
7,69Yy9ONnjLBrz4YUSVW4fr,Hero,danceability,0.582
7,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,danceability,0.728
4,1v7L65Lzy0j0vdpRjJewt1,Lose Yourself,danceability,0.686
0,5ZAb84rDpFVMgFhYNYZhSx,Wherever You Are,danceability,0.629
7,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,danceability,0.721
7,41TkFhNYljV7omolLJ6Squ,Creep - BYOR Remix,danceability,0.696
0,6h5y2LCqCQudsCarn61CNE,Believe (feat. Goodboys),danceability,0.66
0,1CKcs7j0jxdGDCWrntDQil,Hello Shadow,danceability,0.586
0,4aBYzs8RxZMuqyOanNlf8I,Like I Do,danceability,0.667
0,1pNHscyiGTAAgoTzuqxjkU,Holy - Radio Mix,danceability,0.644
4,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,danceability,0.319
2,0RgUxB0pyyzPm5apCmBnHZ,Tu Es Foutu,danceability,0.787
4,7MXVkk9YMctZqd1Srtv4MB,Starboy,danceability,0.679
2,33SVcdgUMlqbhU89CMP8OO,DON'T YOU WORRY,danceability,0.829
0,7GGgftep0Q8TZzL07qhPbc,Let You Go,danceability,0.647
4,1zB4vmk8tFRmM9UULNzbLB,Thunder,danceability,0.604
0,5OOxMbmz5txzE78oZbGQhY,"Work Hard, Play Hard",danceability,0.787
1,5DoCNgkEKAlMVsn2FSpJKT,Hunger,danceability,0.623
2,5r43qanLhUCdBj8HN3fa6B,Sunshine,danceability,0.697
2,3rUGC1vUpkDG9CZFHMur1t,greedy,danceability,0.749
0,73pfEG5RSqYL9t2WA59zDJ,Safe Place,danceability,0.602
0,18asYwWugKjjsihZ0YvRxO,The Motto,danceability,0.754
7,1sh6lL6cmlcwhqZKGiKBua,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,danceability,0.509
4,714rsj70MClcUP4CPhkChy,Never Thought That I Could Die,danceability,0.556
0,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),danceability,0.637
0,6cCEeEs9JA5OI81XaM9RRv,I Won't Let You Go,danceability,0.721
4,1hmI7H4W0ChPH6vfa9i2CQ,Prada (feat. D-Block Europe) - Valexus Remix,danceability,0.67
7,67XpNi9YvAJ6GfisuGMoNg,Paper Thin,danceability,0.6
2,22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),danceability,0.633
0,2wSqyrYBIUT4GHEq82a7p7,Bubbly,danceability,0.6
2,32y9LSjv2Q49T3NnkETXCm,OK,danceability,0.653
0,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,danceability,0.617
7,052SluA0wYuapSVe9VzK6m,When Love Takes Over,danceability,0.603
0,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),danceability,0.608
2,53BpTC3cYgRfUVxqbNVb8w,Rip,danceability,0.746
4,7zyvQ8sb72g4RuwBpcuGUP,Home Alone (with Marnik),danceability,0.591
2,754La7zu7rHgDn1zifkO0r,Forget About Tomorrow,danceability,0.758
7,0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),danceability,0.673
7,2IueV1qO5Zo2V3oP6vqnly,Without Your Love,danceability,0.67
0,6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),danceability,0.616
0,3O0WP95w6trTVFcNUC9oMw,Wanna Do It,danceability,0.609
0,4oBX7V6xzWYAkf0fw9V8Ln,Last Breath,danceability,0.675
0,2DBz27islCy7DhbycAQFJM,It's a Shame,danceability,0.742
0,460tyHiP1cF7VQqNsVQjwe,Rockstar,danceability,0.745
2,2gZ7eMtPgsaIJstAYPgYVT,Always Remember,danceability,0.669
0,4nmDwwaz4eV09GAZPgoZPo,Mesmerized,danceability,0.612
0,60a0Rd6pjrkxjPbaKzXjfq,In the End,danceability,0.556
4,45zvStEMsXp8z45OQRhWFJ,American Idiot,danceability,0.381
2,3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,danceability,0.618
0,0snQkGI5qnAmohLE7jTsTn,Toxicity,danceability,0.413
0,0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,danceability,0.331
4,0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,danceability,0.542
0,4VqPOruhp5EdPBeR92t6lQ,Uprising,danceability,0.602
4,3l9CW99AHtExIRV4hW2N5m,Misery Business,danceability,0.517
4,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,danceability,0.446
0,2MrWu3Gt6ucsOHC6eE8oLV,Like a Stone,danceability,0.614
0,20I8RduZC2PWMWTDCZuuAN,Take Me Out,danceability,0.277
0,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,danceability,0.743
2,7j31rVgGX9Q2blT92VBEA0,Teenagers,danceability,0.463
0,6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,danceability,0.498
4,4IDfVjI1TlB1UwlC01T4Bm,Decode - Twilight Soundtrack Version,danceability,0.282
0,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,danceability,0.417
0,18lR4BzEs7e3qzc0KVkTpU,What I've Done,danceability,0.627
4,5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,danceability,0.496
0,5B5eTk7DF8KVp1zpQoY1XY,The Reason,danceability,0.474
4,0JJP0IS4w0fJx01EcrfkDe,"Dear Maria, Count Me In",danceability,0.459
4,4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,danceability,0.569
4,1p1nO35bbi4ZlQgjIA4oa4,The Kill (Bury Me),danceability,0.179
4,0BRHnOFm6sjxN1i9LJrUDu,The Anthem,danceability,0.494
7,5vfjUAhefN7IjHbTvVCT4Z,Holiday,danceability,0.538
0,1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,danceability,0.47
4,756CJtQRFSxEx9jV4P9hpA,I Believe in a Thing Called Love,danceability,0.453
0,2avKuMN2QXkaG9vvHa2JLt,Take A Look Around,danceability,0.425
0,48UPSzbZjgc449aqz8bxox,Californication,danceability,0.592
2,5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,danceability,0.653
4,7x8dCjCr0x6x2lXKujYD34,The Pretender,danceability,0.433
0,5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,danceability,0.589
2,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,danceability,0.668
4,5pvJ59i7JxylN8VB24xdMs,The Diary of Jane - Single Version,danceability,0.392
0,6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,danceability,0.545
7,5XMjXjwCkJVmk0AHm7z8IV,Jerk It Out,danceability,0.58
0,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",danceability,0.55
4,4eAwB5pnKFTmsgc3zWoYO0,Fake It,danceability,0.611
4,3UygY7qW2cvG9Llkay6i1i,Going Under,danceability,0.37
4,1ZozJfi8u9cO2Ob8KwiwNT,Higher,danceability,0.459
7,6tsojOQ5wHaIjKqIryLZK6,All My Life,danceability,0.577
4,5FZxsHWIvUsmSK1IAvm2pp,Best of You,danceability,0.366
4,0jqK7sGTLsHPkQrrcrGuKD,Still Waiting,danceability,0.431
0,1oTo3ijRbaDAtrjJrGAPSw,I Miss You,danceability,0.655
7,1vcxF91pWs9uNwDROuiCPB,Savior,danceability,0.554
2,28IEbk5a7twNTbUEvWslUb,Paralyzer,danceability,0.644
4,003vvx7Niy0yvhvHt4a68B,Mr. Brightside,danceability,0.352
5,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,danceability,0.658
7,10Nmj3JCNoMeBQ87uw5j8k,Dani California,danceability,0.556
7,5NeIONQWJ25uPylJBJiO4c,Through Glass,danceability,0.545
4,0knbMPVHpFbsx38pLoYSRs,Hysteria,danceability,0.256
4,51c94ac31swyDQj9B3Lzs3,Change (In the House of Flies),danceability,0.269
4,0WPfJ6xDmKVCKhCECaB8Hn,No One Knows,danceability,0.517
2,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,danceability,0.654
7,16DhvbuyvJob4Q9GHNYu2n,She Hates Me,danceability,0.58
4,70wYA8oYHoMzhRRkARoMhU,When You Were Young,danceability,0.467
0,6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,danceability,0.527
0,5xEM5hIgJ1jjgcEBfpkt2F,Complicated,danceability,0.585
4,7ISL3LO8AWP3fKIXunvqTa,Joker And The Thief,danceability,0.264
2,1fJFuvU2ldmeAm5nFIHcPP,First Date,danceability,0.579
2,3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),danceability,0.603
4,3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,danceability,0.46
0,5gb9UJkh8TfrNMRYOJNbew,Gives You Hell,danceability,0.718
0,0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",danceability,0.621
0,305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,danceability,0.606
4,6GG73Jik4jUlQCkKg9JuGO,The Middle,danceability,0.643
4,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",danceability,0.494
4,2VGQ342iuqj6aSaYbyBQVJ,Prayer Of The Refugee,danceability,0.198
0,1BExV8JprNJLvLeDE9qdEW,It's Been Awhile,danceability,0.509
2,1HNE2PX70ztbEl6MLxrpNL,In Too Deep,danceability,0.569
7,0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,danceability,0.563
7,2nLtzopw4rPReszdYBJU6h,Numb,danceability,0.488
4,5O8L4I2S4izFGDjvP7xAKv,You Know You're Right,danceability,0.289
0,4wzjNqjKAKDU82e8uMhzmr,Face Down,danceability,0.545
7,1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,danceability,0.693
4,42GP0xKtkolBnmqQRvSllO,Welcome Home,danceability,0.442
0,5VGlqQANWDKJFl0MBG3sg2,Use Somebody,danceability,0.276
0,5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,danceability,0.217
7,3DQVgcqaP3iSMbaKsd57l5,I Bet You Look Good On The Dancefloor,danceability,0.535
4,7xl2ZaOnKAxJyrkIQe2S43,Tick Tick Boom,danceability,0.564
4,7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise),danceability,0.21
0,3CkjLJYnnyOtGk4Jx4iYS4,Woman,danceability,0.219
4,0Ti2dlF2xLjXblvdU5fCxM,Miss Murder,danceability,0.308
4,6KtLECDztnah63TNmV4Plw,Wish You Were Here,danceability,0.246
7,20j7B6mL9gnNvG3ic6Vwh5,Hate To Say I Told You So,danceability,0.459
7,4feXJ5IC3avXsVW9WNFSag,Rock N Roll Train,danceability,0.547
4,2yYASbXnAV71CLbNY1HCWf,The Bitter End,danceability,0.328
0,4xlEKYv7HmC8zXoJIbpZKM,"Steady, As She Goes",danceability,0.525
6,57Xjny5yNzAcsxnusKmAfA,Reptilia,danceability,0.489
0,0gzqZ9d1jIKo9psEIthwXe,Beautiful Day,danceability,0.536
7,6hwQ69v7VbPhTTR2fOtYX7,Want You Bad,danceability,0.491
2,7kzKAuUzOITUauHAhoMoxA,Last Nite,danceability,0.624
6,0vrlOGhCwK3xqy1xNUQJHj,Obstacle 1,danceability,0.377
4,23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,danceability,0.486
4,4juzduULFJiZVIcrC1tkxE,Banquet,danceability,0.577
7,26AYR77170U49cMcXB7aRV,Feeling This,danceability,0.411
4,1rzYrkxgRuLLJDqWdB32pK,Little Sister,danceability,0.361
0,5KDNFlHAdDJ84fhK27c35X,Judith,danceability,0.366
6,4EhbLHYOXzEoPmOfaVoIIW,The Everlasting Gaze,danceability,0.264
4,6PwxotrB99xgatKVzibmkz,Sorry You're Not a Winner,danceability,0.382
7,5UTYRC4IQLc7Jxc1sJapMl,One Armed Scissor,danceability,0.253
5,6G45nT1iMlP1HdJ0MCTuDU,"Blood, Sweat & Tears (with Bas & Black Sherif feat. Kel-P)",danceability,0.702
2,1kn9JsBWIw6qREhDWw0lKb,Ma Boy,danceability,0.873
0,4oBX7V6xzWYAkf0fw9V8Ln,Last Breath,danceability,0.675
4,5vZDl7Jr6GmtJjnziKSBqN,Check,danceability,0.672
7,2tUL6dZf1mywCj5WvCPZw6,No Friends In The Industry,danceability,0.84
2,6gJ1T7THE0Pxk5VpTovwJH,We Can Hit (Round 1) (with Crime Mob & Slim Jxmmi),danceability,0.834
0,3yz5heVHn1jYrGwZkbdg54,Sinner & Saint,danceability,0.604
7,4Ja9nYFkfPS7D9qiZFMUrH,Take A Sip - Dodge & Fuski Remix,danceability,0.617
1,7BG1Wlc6CjHuwvUg0XzGNw,Anthem (with Big Sean & EST Gee) - Soundtrack Version,danceability,0.599
4,5Mkbqot9JUaN5XhRgqITME,Adonis Interlude (The Montage) (with J. Cole),danceability,0.472
0,3ZQpXYZZFRQyRgopMptRje,Greater (with Ari Lennox),danceability,0.645
2,72Cn4VmfpwAZk3NHVEplYx,Ogogoro (with Bas & Ayra Starr),danceability,0.892
1,25aUa8vgKi4NqwxQ4cfcrD,Just Face It (with Blxst),danceability,0.589
0,6UAAyb8l3kLwwxvIrXOGRp,Headhunters (with WESTSIDE BOOGIE & Cozz feat. Kevin Ross),danceability,0.711
2,7m3Cr9XyaYyW0toevY8dur,Jack (with EARTHGANG feat. Buddy & Ant Clemons),danceability,0.853
0,5TYevEkYmkzTf5Qum7Gsdw,"Hate Me Now (with Arin Ray, Mereba & Omen)",danceability,0.49
1,7KjGW8d7sKtQe9x2WGlnsD,"Talk To Me (with Omen, Ari Lennox & OG DAYV)",danceability,0.596
1,499Em55SsNJE2jG4Lk58iO,Lay Up (with SiR feat. Syd),danceability,0.495
0,20IRcGD2o073obIyPJQxIl,Long The Way (with Morray & jetsonmade),danceability,0.764
2,22hdnPB5hmyzOJLQQrcDSS,"In The Room (with JID, Tierra Whack & BJ The Chicago Kid)",danceability,0.716
5,2iPnYQRutwTQopudwgkIfm,Shadows (with Kehlani),danceability,0.67
1,5CRnOqHHcREG9NPtq7xHge,"Burn Bridges (with Lute, Cozz, REASON & Arin Ray)",danceability,0.584
5,11xvUC6z70mrZvQAOLx33H,Heavy Is The Head (with Baby Rose),danceability,0.29
5,3l0A1CoWWjSKipvS6Yzu5Y,"Blood, Sweat & Tears (with Bas & Black Sherif feat. Kel-P)",danceability,0.702
7,1iP5UMdOsGz6EdltGbbcb7,The Fire (feat. John Legend),danceability,0.67
2,1iQ5E4z6CJ38dIzvMI9Wdo,The Watcher,danceability,0.939
7,57hCSu4zMTdnSum7NBL1Ye,Lord Knows (feat. Tory Lanez),danceability,0.434
2,4khXn5hwGSpI7iPvtxSr40,Don't Waste My Time,danceability,0.819
5,5ytCOdv25AKBSYZTHqeijO,Lord Knows / Fighting Stronger,danceability,0.286
7,1iFN9GbSzkj2nRNxz5NxbK,"Kill 'Em With Success (with Eearz, ScHoolboy Q & 2 Chainz)",danceability,0.853
0,3lMxvnPMQRiQDXp6KAQiDE,Intolerant,danceability,0.715
7,79PaeaCZXyeu2C5XeSBzIv,Fate (with Young Thug & Swae Lee),danceability,0.7
4,74wpYGsVh2J13iAmmg1Uln,The Mantra (with Pharrell & Kendrick Lamar),danceability,0.698
0,3ddFdBlBbu15hcJmEK0tLd,Watching Me (with Rae Sremmurd & Kodak Black),danceability,0.772
4,16Of5hPEODN84py9a7lCUl,"F.I.G.H.T. (with Eearz, Gucci Mane, YG, Trouble, Quavo & Juicy J)",danceability,0.78
1,23dwrzeJtEEGl2U4CPWSor,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",danceability,0.545
0,5kUMB8d7Xa6X7VNe8qTY9k,Love Me Like That (Champion Love),danceability,0.522
7,22nyEAEM29tcBRhukR089b,Icon,danceability,0.786
5,0haX1okP3ZHnhWPzDAUipW,I Will Go to War,danceability,0.52
3,1Ps1H1hS80nWmx1U5jvhH4,It's Your Time,danceability,0.14
5,3zvaqAx3kylRmr6UexKeu7,Ice Cold,danceability,0.435
5,7ckSHKZnX72c6IQnKGJNpi,Runnin (feat. A$AP Rocky & Jacob Banks),danceability,0.307
7,3e9R23BvUPW7gbPfboiDIx,Amen (Pre Fight Prayer) (with Lil Wayne),danceability,0.647
5,701RVIizxCUMCO92CfcPby,Ice Cold (Final Round) (with Vince Staples & Ludwig Göransson),danceability,0.388
7,5lJxsHYZS7ZPv41fpykFzX,Work Ya Muscle,danceability,0.913
0,0At2qAoaVjIwWNAqrscXli,Boo'd Up,danceability,0.561
5,63Ml8YT7zsBURne0fFsdv4,Shed You,danceability,0.216
1,1hKQtfw99LLivX3vH1adZJ,Take A Sip - Tha Boogie Bandit Remix,danceability,0.675
0,3dHxz2xClaQdyh8KuZIwrr,I Wanna Know,danceability,0.692
4,6rN2xoEkfOeYFfMGVCV6Vv,Wild & Free,danceability,0.577
4,1S86edXaWV2NyMs0czlQqj,Break The Alarm,danceability,0.592
2,0agQ9vIV7NP4dntGKLcCXO,Somebody (2024),danceability,0.848
6,6Yimrlg9ndHZUy1hGm6uQ9,Wild,danceability,0.575
6,4xzB1VGEUk0yqbR3ymosQd,PARADISE,danceability,0.576
7,7LNiEbgn9x43HQGQywRoYC,LIFT ME UP,danceability,0.621
0,1UbvEap1YCnwsnbWpwLdeW,Obsidian,danceability,0.514
2,4PSq1vPPpzEpVfwLCadN9j,"All Day, All Night",danceability,0.772
4,3ZDpJbRqKXrk3tL4kHBHpT,Best Thing,danceability,0.571
7,6QbVPP02QcJICAo7giDqwh,leavemealone,danceability,0.68
6,0xoYZ45fgTfyQYREZPN7Sa,You & Me - Rivo Remix,danceability,0.702
6,7wSyLZthdqBgxVRHOLPSSo,Vibrate,danceability,0.777
6,1bq0odxoXVY7pJbwk6uLcD,Kattapult (James Hype Edit),danceability,0.658
6,0c1dC4GXVKdyU6AakBrYKw,La Trumpeta,danceability,0.614
6,5Yt6tGNicpMpPab2TrRP9b,Saw of Olympus,danceability,0.732
6,4GosoD3HYfCfO67mhQK340,ORION,danceability,0.662
4,0BU7zlfb196ENQePTyROSm,MOE,danceability,0.648
6,1635wWSdp29PO3GxYhy991,Bel Mercy,danceability,0.949
2,6zRdZFZeC1x5BeAPl662ly,BOOM!,danceability,0.763
2,03cpWyp0JkjaQ1PJ7vnnu0,Sweater Weather,danceability,0.816
0,5o8zzczB9k4qOT9ylgiwcg,Blue,danceability,0.669
0,3QprjKVMeyf5HlL76BaHo8,Positions,danceability,0.703
7,0wI0S42Cg41DVGqIIVimTM,Blinding Lights,danceability,0.61
6,1Nbi8zZb62SG3W4vSsakHK,Baansuree,danceability,0.646
7,3dkovEB37OcwaRbnY59kR8,Let Somebody Go,danceability,0.614
2,314cEIolCDXJ6PKOq5yPyl,End Up Like That,danceability,0.775
0,5fF3XT7gUgnurqupl9FmNX,Crazy,danceability,0.681
5,0McOrVxmad9tAYyxDOXOvm,Hey Now,danceability,0.665
2,3y9GDhOJ8GUFIa3DOqLAPZ,Prayer In C,danceability,0.795
7,5HCw4edXKPhXqh2YRAL2aC,Don't Worry,danceability,0.68
2,4wCdKKbaSlG1nrnKl9FzWP,Don't Call Me Baby,danceability,0.716
0,5jtsoDkXoYALcGr0oeOMhF,Wicked Game,danceability,0.642
0,5JHREaHmnVSbPPUxwhstVj,Heatwave,danceability,0.673
2,5uKNLLfThDTl1VIQ7Pvegg,Let Me Love You,danceability,0.673
2,5RXy34RPNc2W4U4S4TfANf,Like This,danceability,0.71
7,2bsyecmZCgdlsCZ3sWVZ99,Toulouse,danceability,0.642
0,4e5cDgHCM5Q0IQrPfWOoCL,For A Better Day - DubVision Remix,danceability,0.673
6,0KalkHFdOr1UJZnVgG5G1b,Kensei - Radio Edit,danceability,0.763
0,6e19Uxcna7oPqqo0FYYxHY,Space Jungle - Showtek Edit,danceability,0.367
0,6hmhG1b4LEyNuashVvuIAo,Never Forget You,danceability,0.583
2,4eyzBExaHmfIRmzgVaV8VT,House Every Weekend - Mike Mago Remix,danceability,0.657
6,0fbXFYtHPpq5fVNRGjxZrC,Scrub The Ground,danceability,0.786
6,4o2B0YFjGTmOwefjYb8VqJ,I Get Up,danceability,0.438
0,6wjkmUaaOKTFcB6G7GPTGC,Milky Way,danceability,0.623
7,66Hn8BuVvrflz5x4BzyE0k,Make It Right,danceability,0.669
7,24tVqMiAtv8jmpNPhBEsDY,Now That I've Found You (feat. John & Michel),danceability,0.495
0,60Q5dyFtXgByFAj0RK5pbO,Where's Your Head At (Radio Edit),danceability,0.594
7,01XFgRZfZI7oBagNf1Loml,Harlem Shake,danceability,0.452
6,2w2GduKshRATrsoGJ3MZuc,Here We Go,danceability,0.605
0,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,danceability,0.574
0,57bgtoPSgt236HzfBOd8kj,Thunderstruck,danceability,0.502
7,0bXhjlgUddDlJzHOeVM4Tq,Never Miss A Beat,danceability,0.499
0,5wnfZ7VjDpZNyfJkqc9I1d,Jungle - Remix,danceability,0.464
0,0DanGj9TtgZIjJnHdTbW9v,Finale (feat. Nicholas Petricca),danceability,0.42
0,3AeSHdDrSkDpW6o6JaUo9S,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix,danceability,0.572
0,57yeWyaoeTt26p0dlEZukQ,Spectrum (Say My Name) - Calvin Harris Remix,danceability,0.579
2,519fys5P2mce1fLjig0z6l,Lapdance,danceability,0.711
1,4wSmqFg31t6LsQWtzYAJob,Genesis,danceability,0.693
0,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,danceability,0.417
2,5YpZh8wfS4moRBk0ijNcXr,Harder Than You Think,danceability,0.484
2,22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),danceability,0.633
4,3ine8Q5EZw5pGDhQkxqqvm,Music Made Addict - Headhunterz & Wildstylez Remix (Radio Edit),danceability,0.361
7,0A5RGU5yvtneXlFunXVPE6,Drifter,danceability,0.754
6,3eEStD7Va1vlaN5NBEbQmf,The Jam,danceability,0.68
6,33KvuePYdzsx7ZqoTj3rHU,Rock the Bells,danceability,0.605
0,7ghmZhLpmQe9nTluI1czmr,Say It (feat. Tove Lo),danceability,0.587
0,2kkh8Z3tlBDY8jhT4bWrC6,Imaginary - Radio Edit,danceability,0.553
7,0bpQTh9R8jOJIpOF62XfDy,Turn Around (Hey What's Wrong With You) - Calvo Remix,danceability,0.732
0,4sTswngocA8r8Ch3j3syBy,N70,danceability,0.775
6,3VG6ibzY4KMO1BOu841dlw,Origami (Do What You Like),danceability,0.811
0,0DiWol3AO6WpXZgp0goxAV,One More Time,danceability,0.613
0,6smhpAoDKenJyDztNHf0HH,Thinking About You,danceability,0.678
1,275a9yzwGB6ncAW4SxY7q3,Panda,danceability,0.686
6,05CC40tqWJVT2iDbFtr6MS,Cole’s Memories - Original Mix,danceability,0.571
4,4J6x16eeV9RvCglUuTLFZ1,Keep Pushin',danceability,0.692
7,1zu6XX6hTlb7fj6UYCaoEO,Needin' U So - Mark Villa Remix,danceability,0.608
1,2PE8Sj15gIL7YET4gxwO1u,Dominator,danceability,0.62
4,4iDvEevHXrU7R98YB93lzL,Break It Down,danceability,0.704
6,6ZeYmkiK2VTSdEagdFy9Hi,Mic,danceability,0.741
0,27kIE7ftO70WEcgnaxLhdY,Told You So (feat. Megan Hamilton) - Radio Edit,danceability,0.757
6,5L3Vq5pe0JfWWAlE8m4dDE,Triple Six,danceability,0.797
0,13ka9PsKD8bZmWOTOygV4S,No Money - MOTi Remix,danceability,0.626
7,6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,danceability,0.834
7,18UQrLLOV6APDZoLuZtt5F,Birthday,danceability,0.654
0,6IrLPo5MQBhQQWEjawuqWZ,Never Be Like You - Martin Solveig Remix,danceability,0.734
0,6fUmPOF8pdIhQOxgUTZsdv,Doppler,danceability,0.442
2,27mM1wcWjPIbNOCWOL7mTJ,"Watch Out for This (Bumaye) [feat. Busy Signal, the Flexican & FS Green] - Dimitri Vegas & Like Mike Tomorrowland Remix",danceability,0.833
7,7hTA34zHD3gRagk4U5qB2i,Original Don,danceability,0.786
0,7qAWdfgvuDJQlhjppYtAfA,Sail - Unlimited Gravity Remix,danceability,0.583
6,7wybPE1VfkKJxirboLtT8x,Cuba Libre,danceability,0.604
0,6F3rgQfSns1slUnMfHXjOA,Sweet Memories,danceability,0.624
0,3SXaMmzzGSREq9sh54mwDF,Take The Ride,danceability,0.757
0,64HH8QusEYZYm3wZEplgn9,Can't Get Enough (feat. Sarah Hudson) - Radio Edit,danceability,0.584
0,1tNxprI7wf87blRuXUyEvC,Grey,danceability,0.833
2,3hENlPbIlUZXQ3MiosF87Q,Cutting Shapes,danceability,0.715
7,5o2clcNEa8fPKEbURHqHoV,Blame (feat. John Newman) - Jacob Plant Remix,danceability,0.653
0,22SXyL6pUjwIvGWvgGjLov,Can't Feel My Face - Martin Garrix Remix,danceability,0.608
6,62fEHY4gVP9nelMQTvf3Be,M1,danceability,0.707
6,56gJHV1MkyHIS4eDFbzoVa,Waiting,danceability,0.552
7,3svmi1v7HMlyYb7Pnossz6,Fahrradsattel,danceability,0.676
0,3gVhsZtseYtY1fMuyYq06F,Sonne,danceability,0.51
7,5E3BK90EQQxmrDz3zLG2l9,Schmetterling,danceability,0.505
4,6ba5jsjL6Ed8FZICtXEB3f,Doktorspiele,danceability,0.637
4,4hYinIaRxdaoEFSQni6K6I,Nur ein Wort,danceability,0.483
0,5OiC3eltQO7gXvOZMbrTn3,Durch den Monsun - Radio Mix,danceability,0.656
0,2bPGTMB5sFfFYQ2YvSmup0,Deutschland,danceability,0.521
2,6mGcYm27jHzqNdnhSiNLu1,Major Tom (Völlig losgelöst),danceability,0.768
4,0DfG1ltJnZyq4Tx3ZLL7ZU,Rock Me Amadeus,danceability,0.61
2,41iiOUlVeLHNF8P6lnIf6v,Mädchen aus Paris (feat. Tilman Pörzgen),danceability,0.761
5,3BouYneOiIcnpuswhcfjwf,700 Main Street,danceability,0.616
